,Fabrikalar,Mudur_Sayisi,Mudur_Maasi,Mudur_Puani,Calisan_Sayisi,Calisan_Maasi,Calisan_Puani,Satis_Pazarlama_Mudur_Sayisi,Satis_Pazarlama_Mudur_Puani,Satis_Pazarlama_Mudur_Maasi,Satis_Pazarlama_Calisan_Eleman_Sayisi,Satis_Pazarlama_Calisan_Eleman_Puani,Satis_Pazarlama_Calisan_Eleman_Maasi,Makine_Maaliyeti,Calisan_Mesai,Mola_Suresi,Makine_Sayisi,Makine_Haftalik_Bakim,Makine_Bakim_Ucreti,Veri_Analizi_Mudur_Sayisi,Veri_Analizi_Mudur_Puani,Veri_Analizi_Mudur_Maasi,Veri_Analizi_Calisan_Sayisi,Veri_Analizi_Calisan_Puani,Veri_Analizi_Calisan_Maasi,Depo_Sayisi,Isci_Memnuniyeti,Lojistik_Sayisi,Lojistik_Puani,Ortalama_Calisma_Suresi,Uretim_Hizi,Uretim_Miktari,Urun_Hata_Orani,Fabrika_Giderleri,Urun_Basi_Maliyet,Urun_Basi_Kar,Urun_Min_Satis_Fiyati,Urun_Max_Satis_Fiyati,Hammadde_Cesidi,Kaucuk_Alis_Fiyati,Kaucuk_Satis_Fiyati,Kaucuk_Kalitesi,Motorsiklet_Lastik_Performansi,Traktor_Lastik_Performansi,Bisiklet_Lastik_Performansi,SUV_Lastik_Performansi,Yazlik_Lastik_Performansi,Dort_Mevsim_Lastik_Performansi,Kislik_Lastik_Performansi,Lastik_Capi,Lastik_Agirligi,Lastik_Ebati,Kuru_Zemin_Fren,Islak_Zemin_Fren,Karli_Zemin_Fren,Konfor,Viraj_Donus_Puan,Yol_Temasi,Direksiyon_Hakimiyeti,Yakit_Tuketimi,Yuk_Endeksi,Off_Road_Uygunlugu,Sirt_Deseni,Gurultu,Asinma,Centik_Sayisi
601,Fabrika 602,12,10.594,8,5929,7311,8,7,8,10162,7162,8,5301,290227,16,27,6283,3,6725,5,10,19636,7088,10,12888,56,5,44,10,45,5,188801,3,916413,54,105,224,523,2,37411,43978,8,7,6,9,9,9,6,9,15,6,7,10,7,8,7,5,6,10,10,8,9,10,7,8,10
602,Fabrika 603,15,9.615,5,4971,5608,6,14,5,14132,5281,8,4728,458718,19,41,6244,3,4970,8,10,18710,5191,10,12814,35,6,39,6,36,9,221722,3,540876,38,112,204,935,3,37000,38916,10,9,5,8,6,6,5,8,17,6,5,10,6,10,6,7,9,8,7,5,8,6,6,10,9
603,Fabrika 604,15,7.804,10,5962,4857,9,9,5,12880,7162,7,6112,387823,14,33,5517,3,5866,7,10,15056,6239,10,8746,31,6,49,5,30,10,300963,5,940744,80,65,238,682,1,39840,44537,9,10,6,8,5,8,8,6,13,6,8,6,7,10,9,9,7,6,8,8,7,9,6,6,9
604,Fabrika 605,8,14.401,7,4711,6951,5,10,7,12774,7124,6,5152,406252,17,44,6382,3,6634,7,10,19623,5918,10,8580,37,9,50,5,42,9,243402,2,596055,74,100,217,806,2,43946,37322,10,6,8,9,6,9,8,9,14,6,8,5,10,9,9,10,6,10,6,10,10,7,10,9,10
605,Fabrika 606,10,7.626,8,6243,4970,9,13,7,12922,6180,7,5519,450809,18,37,6182,3,5966,7,10,16132,7309,10,13927,39,10,46,6,43,5,197318,4,751167,57,60,216,458,1,39718,36240,5,6,6,5,8,5,10,6,13,6,10,6,8,6,6,8,10,9,9,8,8,9,7,8,6
606,Fabrika 607,7,14.234,7,4601,5576,9,12,7,7966,4833,7,6031,343915,16,49,5325,3,4940,5,10,19493,5553,10,10135,43,9,39,5,31,7,126553,2,732219,25,100,232,451,1,36643,44162,10,5,10,9,8,5,5,10,17,6,10,9,10,6,6,9,5,6,9,8,8,8,7,9,5
607,Fabrika 608,8,10.296,9,7067,5729,7,9,6,7523,7171,8,7151,319836,4,49,6656,2,6964,8,10,19146,4765,10,10411,46,6,32,9,35,7,248267,3,730614,64,80,219,643,2,40542,37985,9,8,10,9,9,7,7,10,14,6,8,9,9,9,6,9,5,6,9,10,7,10,10,6,9
608,Fabrika 609,14,12.403,5,7251,4854,9,7,5,7501,5440,5,4980,351126,22,44,5860,2,5376,7,10,16538,5919,10,14210,32,5,46,10,27,9,258869,5,534974,68,71,235,879,1,40096,37140,6,8,9,6,6,9,8,5,18,6,9,10,9,7,9,7,9,9,9,8,8,5,10,10,9
609,Fabrika 610,7,13.736,9,7170,5204,7,7,8,14767,6150,6,7292,465442,14,25,5953,3,6460,5,10,17196,4606,10,11423,33,5,35,5,35,10,252997,5,724517,26,87,227,451,2,39448,42986,7,6,6,6,10,9,8,6,12,6,9,9,10,7,6,6,5,7,9,6,5,7,7,7,9
610,Fabrika 611,9,12.428,5,5818,4799,9,8,7,7616,7119,7,4885,347986,18,30,5625,3,5070,8,10,15516,7053,10,10091,58,6,33,7,32,6,132035,1,755441,47,60,202,471,3,41354,38940,5,10,7,10,7,5,7,10,12,6,8,6,7,5,8,8,6,10,7,5,8,5,10,7,7
611,Fabrika 612,9,8.186,7,7286,7361,8,8,6,8313,5550,10,7474,469632,14,33,5331,3,7167,8,10,18726,5304,10,11731,57,8,48,9,48,10,273509,3,689045,30,84,240,818,3,43082,35511,8,6,10,6,7,5,10,7,17,6,10,5,6,7,9,8,8,6,6,9,5,9,8,7,5
612,Fabrika 613,14,11.666,9,6605,7106,9,9,9,14729,5761,5,5664,283058,11,42,5310,2,5658,7,10,17439,6144,10,11593,21,7,42,8,28,9,123208,3,806951,42,71,216,470,2,35208,43089,5,8,9,10,10,6,10,8,19,6,6,10,9,8,6,8,7,6,5,8,8,9,7,6,6
613,Fabrika 614,9,8.387,8,6271,5755,7,9,7,7571,5329,9,5107,172626,8,30,4828,2,5852,10,10,18761,5425,10,14645,48,8,50,7,31,9,240819,2,996031,33,61,209,472,1,42573,44718,6,6,6,6,10,7,7,7,18,6,6,7,8,6,8,8,6,5,7,8,8,9,5,9,9
614,Fabrika 615,10,11.272,6,5788,5889,9,13,10,10832,7267,9,5975,241329,6,46,4587,3,5882,5,10,19614,5606,10,13415,25,7,35,8,31,6,446737,4,627928,66,94,233,790,1,43104,42010,10,8,8,9,5,7,5,5,18,6,10,9,7,5,5,7,8,6,9,10,6,5,6,10,10
615,Fabrika 616,12,10.854,9,4564,6442,7,13,5,10661,7099,8,6530,280780,6,34,5777,3,4829,6,10,17135,6758,10,14912,23,5,48,10,34,9,224354,2,564168,44,101,202,942,3,40575,37156,6,9,10,9,9,10,5,9,19,6,8,8,6,6,8,5,9,6,7,5,7,9,8,10,6
616,Fabrika 617,12,9.535,7,6332,6987,6,9,10,13890,5358,6,6165,101735,16,25,5346,2,6100,8,10,17732,6624,10,10577,29,9,43,5,33,10,245828,3,991593,65,71,227,683,3,42830,40098,5,9,5,9,9,8,7,5,18,6,9,7,5,9,6,8,5,9,6,6,9,9,8,8,8
617,Fabrika 618,7,10.597,10,4968,6765,7,15,8,13833,4573,5,5136,299545,9,39,6062,2,6355,7,10,17267,6346,10,8297,60,10,33,9,33,9,469552,5,627394,38,60,207,476,2,37159,42971,9,7,5,9,8,5,7,7,12,6,6,6,8,8,7,10,5,5,8,5,9,6,8,7,7
618,Fabrika 619,10,7.873,10,5143,5364,9,13,8,13096,5119,8,7444,257140,15,45,4929,3,6262,5,10,17548,6323,10,10318,48,6,32,6,39,5,110578,5,920440,76,64,218,514,3,44246,42841,8,8,7,8,5,10,5,7,19,6,6,8,7,7,5,9,10,10,9,5,7,5,10,6,8
619,Fabrika 620,11,14.482,8,7327,6621,6,12,6,12406,7062,5,5593,152870,17,34,6966,3,5310,10,10,15352,4540,10,13501,40,10,44,10,37,5,438889,2,742802,59,88,236,832,1,44474,37957,7,10,5,5,5,5,5,9,17,6,5,8,10,8,5,8,10,5,6,6,6,7,8,6,9
620,Fabrika 621,7,10.581,7,6411,4970,7,12,10,10074,4730,6,6458,312435,15,38,5150,2,5830,9,10,18283,5965,10,9994,59,8,31,8,35,10,115929,4,665917,77,114,238,580,2,38803,38241,7,7,9,6,8,5,6,9,15,6,8,7,8,7,9,5,5,8,10,8,9,10,10,7,6
621,Fabrika 622,9,9.671,9,4528,5243,8,10,8,12952,6916,5,5552,144204,3,39,6144,2,6831,6,10,15401,4525,10,8010,21,9,41,10,39,9,175299,3,865044,74,71,239,894,2,44847,39070,7,10,8,9,7,6,10,6,17,6,9,8,8,10,7,7,7,7,10,5,9,6,6,8,5
622,Fabrika 623,14,8.871,6,5204,4838,10,15,7,12552,4824,8,5374,345185,10,37,6327,2,5057,6,10,15413,6801,10,9449,28,10,43,10,31,10,129793,2,581096,26,72,226,920,3,43917,41158,9,7,5,10,9,6,6,6,14,6,8,9,9,10,9,9,9,9,7,8,9,7,10,6,7
623,Fabrika 624,11,11.050,8,6040,5724,10,11,8,7670,7441,7,6163,181157,20,35,6972,3,6581,10,10,19932,4707,10,8881,25,8,42,9,35,5,153612,4,503983,40,71,215,581,1,43601,43659,9,10,6,5,8,10,9,7,14,6,8,5,8,5,7,9,10,10,8,5,8,7,8,5,6
624,Fabrika 625,12,8.758,10,4577,6200,8,7,8,9868,6792,10,4655,174620,10,40,5546,3,6562,10,10,18746,4988,10,11794,29,8,30,6,34,5,222397,5,907353,29,113,226,606,1,41080,41323,9,7,5,6,10,8,6,9,17,6,9,10,10,7,8,5,6,6,6,8,9,10,7,8,5
625,Fabrika 626,7,8.968,9,6104,5559,10,7,10,13716,6081,10,7268,197345,5,27,4563,2,5000,8,10,15958,5677,10,8501,60,6,27,5,40,6,352758,5,662811,43,60,238,842,1,37974,37579,9,6,5,8,10,6,6,9,13,6,6,7,10,7,9,8,5,9,7,5,5,6,8,8,10
626,Fabrika 627,10,11.076,5,5491,4520,7,10,10,13745,4680,7,7205,282578,19,45,5769,2,6183,6,10,19018,6001,10,11911,37,9,31,9,29,9,215667,2,657034,62,106,222,606,3,40433,36526,6,9,5,9,8,9,7,10,13,6,8,8,5,9,7,5,10,10,6,6,8,6,5,6,8
627,Fabrika 628,15,13.980,6,6594,7073,7,13,7,12868,5471,10,5512,199656,4,48,4652,2,6016,7,10,17720,6470,10,13722,33,9,49,8,37,7,205102,2,700479,63,110,225,714,2,43920,35638,5,8,9,6,8,5,7,8,16,6,6,5,9,5,8,8,6,8,8,10,7,10,8,6,9
628,Fabrika 629,12,11.291,10,5749,7287,7,11,8,14828,4863,10,7432,158341,14,25,5593,2,6341,8,10,18701,7205,10,11379,57,5,42,8,44,9,144428,3,680727,53,117,212,700,2,39867,44736,8,9,9,6,9,10,9,7,12,6,10,10,8,6,10,6,6,5,8,6,9,10,9,8,5
629,Fabrika 630,14,14.083,6,5021,6902,5,11,5,13562,4817,8,6691,440585,21,36,4592,3,7330,6,10,19208,6651,10,7749,29,7,49,7,48,8,236282,1,828452,30,79,231,947,1,44609,35870,8,9,6,5,5,10,9,7,14,6,8,8,9,6,9,9,10,5,7,10,10,9,10,9,8
630,Fabrika 631,7,13.290,8,7499,7411,8,7,7,13424,6961,8,7237,335631,4,27,7202,2,6984,9,10,19891,6194,10,13835,32,8,26,9,31,9,352103,3,619235,71,78,208,925,1,43545,44063,10,5,10,10,7,8,8,8,17,6,7,9,8,5,5,9,6,6,9,7,10,6,7,7,5
631,Fabrika 632,10,9.799,7,6049,6032,8,8,9,10142,5393,10,6752,373070,19,25,5366,2,5949,8,10,18587,7470,10,7935,22,9,34,9,48,6,117969,4,957612,30,115,221,523,2,37948,39262,5,10,8,5,5,10,5,6,14,6,9,5,9,5,10,6,8,9,6,9,6,5,7,9,9
632,Fabrika 633,7,14.965,5,5477,5803,9,8,5,8690,6553,5,4946,393488,19,30,5932,3,7469,8,10,16598,5863,10,9139,47,6,49,10,27,10,352820,4,720190,65,77,218,481,2,37006,37723,9,7,5,9,6,10,6,5,19,6,9,7,10,5,7,9,8,7,5,9,6,10,8,7,5
633,Fabrika 634,7,8.282,7,5386,6824,5,10,10,8877,7337,8,5403,489904,20,37,4617,3,7278,7,10,17997,4772,10,14936,32,9,46,8,36,6,150738,1,758664,24,116,231,546,3,36222,37713,9,7,6,10,9,8,5,6,16,6,10,6,9,10,8,10,5,9,6,7,10,8,7,6,6
634,Fabrika 635,11,12.598,5,5063,7270,8,13,8,9988,7328,7,7382,474813,9,50,7024,2,4805,9,10,16434,5798,10,7693,35,8,26,6,35,10,477620,3,657421,40,103,227,758,1,42429,36394,9,7,8,9,7,9,7,6,12,6,8,6,8,8,10,8,5,6,7,8,6,9,7,8,6
635,Fabrika 636,13,12.342,9,5980,7332,9,14,5,7806,5632,8,5235,227133,22,32,7415,2,6816,10,10,17543,6967,10,8066,47,9,31,8,26,10,231252,1,688958,39,95,202,775,3,38895,38926,9,6,5,8,5,9,9,6,18,6,9,6,6,8,6,6,6,9,10,7,8,7,7,6,6
636,Fabrika 637,11,8.967,7,4596,5950,9,15,10,14950,4567,10,5253,288284,14,48,4858,3,4815,6,10,15484,6944,10,10532,49,9,31,10,35,8,345951,3,669246,68,114,236,848,2,37370,43256,9,9,6,7,9,8,9,9,19,6,8,8,8,9,8,10,7,9,7,8,9,6,10,6,8
637,Fabrika 638,12,12.464,6,6677,5754,9,15,6,8794,5747,10,7148,212020,5,29,6035,3,5350,10,10,16858,4749,10,9254,59,9,47,5,45,8,461500,3,627743,73,95,240,742,3,38940,40069,8,9,10,7,7,5,9,9,19,6,8,7,5,7,8,8,8,5,10,7,5,7,10,7,6
638,Fabrika 639,15,12.105,8,4681,6688,5,10,9,10170,6533,6,4682,410984,22,46,5249,3,7411,7,10,19965,7416,10,9191,38,6,27,10,36,9,170601,3,911891,29,103,227,552,2,41231,35950,5,6,7,9,9,8,8,5,16,6,6,5,6,6,10,8,5,10,9,5,7,7,6,7,6
639,Fabrika 640,12,10.413,5,4543,5376,7,11,8,12607,6054,8,5733,130116,7,27,5632,3,7481,8,10,17866,4980,10,8682,22,8,34,10,32,8,403353,4,585408,41,80,206,917,1,35583,40176,7,5,6,9,5,6,9,8,16,6,6,8,8,8,9,9,10,5,8,6,5,8,6,6,5
640,Fabrika 641,11,10.461,9,5586,7011,5,11,8,13266,6786,5,6574,250006,14,33,4514,3,5330,10,10,18712,7153,10,13350,40,9,29,6,28,5,370731,4,841929,23,88,227,519,3,40577,41593,8,7,10,6,5,6,8,5,19,6,9,7,6,8,5,9,10,6,6,6,6,7,10,6,10
641,Fabrika 642,7,7.981,9,5179,5912,7,14,9,10198,7113,5,5604,204943,9,45,5853,3,7353,9,10,17815,4537,10,14559,21,6,41,7,30,10,422906,5,602344,30,83,215,906,2,40367,42973,5,9,6,9,6,10,9,8,19,6,10,5,10,10,7,10,10,9,8,9,8,9,10,10,10
642,Fabrika 643,8,14.056,6,6166,7033,8,10,10,8597,6763,5,4917,298741,17,36,6242,3,7202,7,10,19060,7232,10,11611,45,6,27,9,31,6,138502,2,594295,69,92,226,451,3,38084,38913,8,10,7,8,7,9,8,9,20,6,8,10,10,8,10,6,6,7,10,9,7,8,10,6,7
643,Fabrika 644,13,9.224,6,5709,5054,7,11,5,9596,5049,7,6301,460584,3,48,6075,2,7327,6,10,16643,5298,10,9428,28,10,29,8,29,9,221413,3,833789,48,83,203,465,3,44335,35044,10,7,6,10,6,9,8,6,19,6,7,6,9,7,7,5,10,10,8,8,6,8,7,7,5
644,Fabrika 645,15,10.705,10,6313,5451,7,12,9,12547,5888,7,5521,246248,11,27,6533,2,5949,5,10,17362,6074,10,13156,42,7,28,5,37,7,339573,3,839307,42,83,236,633,2,35141,40376,9,9,9,8,7,10,7,9,16,6,5,9,9,10,9,10,8,10,10,9,7,7,7,7,7
645,Fabrika 646,8,9.856,9,6010,5260,5,12,8,11028,6072,10,5679,337645,22,31,6099,2,5351,10,10,17186,5335,10,8517,26,10,28,7,32,6,286942,1,624840,21,110,211,935,1,37757,43657,5,5,8,6,10,5,9,7,12,6,6,7,8,7,9,7,8,8,8,6,10,8,8,5,8
646,Fabrika 647,11,13.337,8,7496,7386,10,10,5,10429,6705,5,5256,256772,22,42,6223,2,6106,7,10,19152,5802,10,8013,49,10,37,9,36,8,154503,3,771591,49,90,213,938,2,36547,38410,9,5,8,7,6,5,7,10,13,6,9,5,5,9,6,7,8,9,5,10,8,5,10,8,7
647,Fabrika 648,7,14.951,9,7380,5963,6,8,8,14566,6947,7,6812,450584,16,44,6839,2,6347,5,10,18770,4558,10,13463,21,6,29,6,36,7,282019,3,846639,57,80,221,727,3,39774,41225,10,10,9,5,5,10,8,6,18,6,8,6,8,6,8,10,9,9,10,8,10,9,10,8,8
648,Fabrika 649,10,10.271,9,7461,6464,9,13,9,10783,5455,10,5322,413573,20,35,6809,3,6568,7,10,19890,4986,10,9330,31,10,46,5,43,9,440795,5,603358,56,88,229,607,2,41540,39233,7,9,5,6,6,6,10,9,14,6,10,5,10,8,6,5,9,8,9,9,7,7,5,6,9
649,Fabrika 650,8,8.839,5,6632,4763,5,15,10,11288,7499,9,7146,385354,8,34,6166,3,6636,6,10,19511,5888,10,9798,38,6,30,8,41,8,148005,4,569942,27,111,206,804,3,36375,44657,9,6,6,5,5,10,5,8,17,6,7,5,9,10,9,5,6,5,6,7,5,10,6,5,6
650,Fabrika 651,15,12.564,6,7458,6173,9,13,10,8885,5274,9,6269,349714,20,31,7247,2,7190,6,10,17485,4807,10,13972,43,5,44,7,38,7,196303,3,582349,32,73,215,845,1,36855,36121,5,8,8,9,8,8,6,6,18,6,6,7,5,5,7,9,8,10,7,5,7,5,6,6,10
651,Fabrika 652,10,8.630,10,6506,6349,5,10,7,12787,5407,7,5200,126291,10,50,5070,2,6823,5,10,18275,6459,10,13182,58,5,45,6,50,8,436226,5,694601,45,94,210,896,3,36184,42585,8,5,7,5,5,9,8,8,16,6,10,9,6,6,6,10,6,9,9,7,6,8,10,10,8
652,Fabrika 653,15,14.272,9,6944,6917,9,7,6,13381,5480,5,5447,490930,14,32,4614,3,6247,9,10,18838,7473,10,14594,28,10,49,8,30,8,180959,5,535115,20,97,228,725,3,36339,35387,8,6,7,7,7,10,7,9,20,6,5,5,8,9,7,6,10,9,5,8,5,5,8,6,7
653,Fabrika 654,13,9.584,8,4544,5737,7,12,10,11979,4563,6,6636,343416,4,49,4601,3,5036,9,10,16674,7433,10,13430,44,6,43,6,26,6,239956,2,636128,80,67,226,624,3,38008,35071,9,8,6,7,6,8,7,8,15,6,6,6,8,7,10,5,7,7,5,7,5,5,8,6,9
654,Fabrika 655,10,8.848,10,5370,7160,6,15,7,10620,4861,6,7232,209560,19,47,6420,3,5849,7,10,16165,4812,10,14774,23,7,30,6,39,9,354644,4,565199,78,64,240,769,3,40556,35733,5,8,5,6,7,8,6,7,16,6,9,8,9,7,8,7,8,9,5,6,8,7,10,8,5
655,Fabrika 656,14,14.439,6,6677,6596,10,14,9,7945,7165,7,6867,189549,3,45,6386,3,6092,8,10,17701,5347,10,8330,30,8,49,7,46,6,270253,1,899843,74,63,226,633,1,35317,35174,8,8,10,6,5,10,9,7,19,6,9,7,5,6,8,10,10,6,7,7,5,8,8,5,5
656,Fabrika 657,7,14.641,7,5848,6394,8,14,6,9053,5719,6,4526,480107,9,29,6801,2,4821,7,10,17039,7058,10,10011,42,6,31,5,48,7,296250,2,832798,74,97,224,539,1,44466,42854,10,8,5,5,8,8,8,10,12,6,8,5,7,10,8,5,9,5,10,8,6,5,7,5,5
657,Fabrika 658,11,14.789,5,5937,5700,9,10,6,8584,4824,8,5601,111913,3,49,4950,2,4869,10,10,16582,5726,10,10366,22,10,42,6,34,9,351440,1,979694,54,111,236,493,3,39095,37246,7,7,5,6,5,5,5,6,19,6,7,5,9,6,5,6,7,6,10,10,10,8,7,10,6
658,Fabrika 659,11,9.126,9,5804,6892,8,9,6,8148,5437,8,6257,379411,21,32,5656,3,5601,8,10,15073,7143,10,9935,43,8,41,8,28,6,267808,5,952376,41,119,231,467,3,37425,43784,10,10,9,9,9,7,6,8,19,6,10,8,7,5,10,6,8,6,10,9,5,5,6,9,5
659,Fabrika 660,12,10.499,10,5089,7123,5,15,8,11842,5085,5,5365,190239,14,33,5413,2,6396,5,10,17467,5490,10,7726,41,10,26,7,32,10,475900,4,852788,73,86,218,805,2,43471,41583,7,10,7,10,7,9,10,7,17,6,7,5,6,9,7,8,7,7,8,9,7,7,5,10,7
660,Fabrika 661,7,8.638,5,6749,6400,5,14,6,10388,6104,10,6105,249305,20,45,7408,2,6509,10,10,16578,5179,10,13508,41,8,48,8,42,9,133148,2,928820,47,60,223,572,1,43632,37762,8,6,8,5,7,8,5,10,19,6,10,7,9,8,10,8,5,9,9,9,8,10,8,8,6
661,Fabrika 662,15,14.740,6,6585,5673,8,10,10,11711,4862,8,4875,132760,10,43,5485,3,5234,9,10,19483,7196,10,9060,24,6,42,8,31,9,227369,2,984385,69,101,208,696,3,39290,43991,9,10,6,9,7,8,9,8,12,6,9,7,5,9,9,6,6,10,7,10,9,9,6,8,9
662,Fabrika 663,10,9.299,5,7372,6575,6,9,6,11476,5675,10,5952,388991,5,40,6971,2,4811,8,10,19706,5074,10,9231,44,6,45,8,35,7,397603,5,656565,30,78,224,837,3,41848,37176,9,7,5,10,10,7,7,8,18,6,10,9,10,6,7,8,7,10,8,8,9,7,10,5,7
663,Fabrika 664,11,14.856,9,4745,7304,6,15,5,12474,5440,8,5281,164934,16,27,5406,3,6976,6,10,18801,5655,10,10175,42,5,28,10,47,9,340221,4,624635,36,107,214,651,2,43286,44131,6,9,6,9,6,5,9,5,18,6,8,5,6,5,6,9,10,7,6,7,6,9,5,5,10
664,Fabrika 665,10,13.276,10,7239,5818,5,7,6,13868,5029,7,5288,142913,21,29,7193,2,5806,8,10,19729,6748,10,10273,58,7,37,5,49,10,497750,4,573320,75,106,215,844,1,41848,44207,10,10,10,9,8,9,6,8,12,6,8,8,10,7,9,9,10,5,5,9,10,8,10,7,10
665,Fabrika 666,14,14.531,8,5011,6381,5,10,6,10037,4865,10,6364,453030,9,38,5063,3,4857,6,10,18243,6945,10,12791,59,10,43,8,46,9,419320,3,843256,75,111,219,943,3,36075,43767,10,10,5,6,9,9,8,6,19,6,9,10,9,10,9,5,5,8,6,6,7,6,8,7,8
666,Fabrika 667,9,7.592,5,5890,7041,10,13,9,12101,6119,9,4846,462137,15,43,7371,3,5292,10,10,17680,5355,10,11775,54,10,33,10,33,7,212441,4,892821,71,97,214,766,1,41342,40723,5,7,8,7,8,8,5,9,15,6,9,8,6,5,5,6,9,6,5,7,5,9,7,6,9
667,Fabrika 668,10,11.982,7,4579,6335,5,7,10,12221,6272,5,5915,411269,12,44,5585,3,6426,10,10,17312,5361,10,12116,35,6,43,9,32,8,345014,5,538244,24,67,210,831,3,37223,37293,7,6,7,9,8,5,9,9,16,6,8,6,8,9,10,9,7,5,9,6,5,9,10,8,6
668,Fabrika 669,14,11.684,6,7049,5049,7,15,9,13184,6504,9,6671,105592,22,38,6971,2,6028,10,10,19756,5317,10,9662,44,6,29,7,42,5,363591,3,836970,53,94,214,940,1,36954,38126,9,10,5,10,10,5,6,9,17,6,10,5,7,8,6,5,8,8,7,6,8,7,5,9,5
669,Fabrika 670,13,10.412,5,6874,4907,9,13,8,12117,6517,5,6492,100524,10,50,6357,2,4503,6,10,17812,6415,10,8575,29,7,25,7,40,9,265721,1,855498,29,88,216,616,1,40561,37467,9,9,10,6,10,9,9,9,16,6,8,8,6,6,7,7,9,7,10,10,10,6,8,6,5
670,Fabrika 671,11,10.936,5,4694,6136,10,12,9,7763,6214,8,6732,203216,12,30,6122,2,6312,9,10,15307,6873,10,11592,56,9,42,7,25,9,304949,2,967545,20,115,210,819,1,39993,35839,7,6,6,7,6,8,6,10,19,6,5,9,10,5,5,9,7,9,5,5,8,9,7,6,7
671,Fabrika 672,15,11.086,6,4739,5682,7,11,8,14038,5186,6,6451,195132,16,27,4569,2,7376,7,10,15859,5409,10,7772,40,5,28,7,42,6,153404,2,737286,74,73,236,741,1,43203,35532,9,8,5,6,5,9,7,8,20,6,5,10,7,6,10,6,10,10,10,9,10,9,7,7,7
672,Fabrika 673,9,10.526,7,5698,6776,10,15,8,12366,7472,8,6059,199950,18,40,5965,2,5467,6,10,17723,6663,10,13411,41,7,29,7,37,8,467312,4,999113,36,83,218,790,1,39701,43954,9,6,5,5,10,6,5,6,14,6,9,10,7,8,6,9,9,7,6,7,6,5,9,7,5
673,Fabrika 674,12,12.825,7,6430,6583,8,7,9,13380,5857,9,6397,236413,22,28,6650,2,6813,7,10,18972,5396,10,13412,33,7,31,8,28,8,388566,3,636213,63,80,222,674,3,39269,36516,9,6,6,8,6,10,10,8,20,6,7,6,8,6,8,9,10,10,6,6,7,10,9,5,10
674,Fabrika 675,13,11.133,7,5678,6058,9,9,8,11196,4891,6,5003,242359,9,29,6839,2,6907,10,10,15814,4635,10,14954,28,10,30,7,27,10,474153,4,996658,22,73,200,852,1,39564,39725,6,9,6,10,8,9,9,8,18,6,9,8,10,5,10,7,6,10,10,6,8,6,6,7,5
675,Fabrika 676,8,10.820,8,5621,4659,8,7,10,13122,5520,6,5543,229264,21,32,4709,2,7295,6,10,18943,6396,10,9124,43,9,30,7,42,9,155926,3,990142,47,115,220,822,1,44562,44447,6,10,8,10,7,5,5,6,15,6,5,7,7,7,9,7,6,8,9,9,5,5,6,5,5
676,Fabrika 677,9,13.165,7,4894,6280,8,12,8,11234,5731,6,6922,125713,6,26,7215,2,6628,6,10,17213,6719,10,10716,28,5,35,10,46,6,489509,1,933119,47,105,208,932,1,42081,36245,5,8,9,7,9,5,8,7,14,6,8,5,8,6,7,6,7,5,7,10,6,8,6,6,7
677,Fabrika 678,13,12.453,9,5133,5605,6,14,5,8317,6558,7,7081,400103,17,49,4664,3,7056,5,10,17136,6840,10,9195,59,5,40,10,46,5,483651,2,734969,44,81,225,523,2,35951,42621,9,5,6,6,10,10,10,7,14,6,8,7,9,6,9,7,9,9,10,5,8,9,8,8,5
678,Fabrika 679,11,12.069,10,5935,7113,8,10,7,11254,5607,7,5908,371123,15,49,7022,2,7156,5,10,18511,5204,10,8690,52,6,28,5,47,5,320422,1,881005,41,101,209,944,3,42717,37322,7,6,5,6,9,7,7,6,13,6,6,10,6,8,10,9,10,6,10,8,8,7,7,7,5
679,Fabrika 680,13,12.303,9,4957,4630,9,15,6,12188,4801,7,5319,290090,15,25,6849,3,7207,7,10,17839,6910,10,10094,29,7,48,5,39,8,122643,4,514904,44,73,205,662,3,41684,43271,8,6,8,5,8,5,10,7,13,6,8,8,7,10,9,10,6,9,10,9,9,6,10,8,6
680,Fabrika 681,15,8.072,7,6202,7334,7,7,10,10088,4637,9,4621,231711,4,28,5965,2,4993,5,10,17329,5547,10,8334,43,10,42,8,48,8,117535,3,980520,43,107,209,615,3,37162,38021,5,8,10,9,9,9,8,6,20,6,10,5,6,6,7,6,9,6,8,8,7,6,10,7,9
681,Fabrika 682,12,14.000,7,6453,7409,9,9,5,7961,5987,9,7212,267759,19,48,4898,3,6860,7,10,18191,6416,10,10195,33,5,48,10,32,7,174046,1,589009,45,96,208,691,2,42251,38048,6,6,7,5,6,9,5,9,13,6,6,9,9,6,8,10,10,5,8,5,9,10,10,8,8
682,Fabrika 683,7,14.121,9,6419,5789,8,15,10,11079,7480,7,5737,270928,18,46,5798,2,6762,5,10,19855,5619,10,9060,57,9,36,5,49,8,288294,4,708648,27,73,219,776,1,36871,35827,5,6,9,8,9,10,10,10,16,6,10,10,10,9,6,7,10,9,5,8,8,6,7,5,8
683,Fabrika 684,7,7.686,8,5028,7012,7,11,9,11934,5183,7,7230,365117,18,43,5398,2,6102,6,10,16431,6124,10,9923,23,8,25,6,46,8,201346,2,608150,51,66,208,593,1,40291,44107,9,7,8,10,5,9,6,5,18,6,9,10,6,9,9,6,5,9,10,10,6,10,6,8,9
